column number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
units,1,text,text,text,text,1,cSt,m,text,m,1,text,m,1,text,m,1,text,m,1,text,m,m,m,m,m,m,kg,kg,kg,kg,m,kPa,s,text,text,1,Hz,RPM,g,cm/s,g-s,g-s,m/s,m/s/s,s,g-s,m/s,g,g,g,g,1,cm/s,g-s,g-s,m/s,m/s/s,g-s,g-s,m/s,mm,mm,rad,rad,text,url,text,text,text,text,text,1,text
Column Name,Event No ,Event Id,Researcher,Test,Struct,Nscale,Visc  ,Water  ,Mat L1,H L1 ,Dr L1,Mat L2,H L2 ,Dr L2,Mat L3,H L3 ,Dr_L3,Mat_L4,H_L4 ,Dr_L4,Curvedsurf,W ,L ,T ,H ,H_Cm ,H_Cd  ,M_Struct  ,M_Deck ,M_Col  ,M_Foot ,Embed ,Q ,T_Fb ,Modification,Motion,Amp,IF ,RPM,PBA,PBV,CAV5  ,CAVstd ,Ia_s ,SIR ,cCAV5 ,cCAVstd  ,cIa ,PGA_s 1  ,PGA_s 2  ,PGA_s 3  ,PGA_s 4  ,Acc No,PGV_s ,CAV5_s,CAVstd_s  ,Ia_s ,SIR_s  ,cCAV5_s ,cCAVstd_s  ,cIa_s  ,Set  ,cSet  ,Rot  ,cRot ,References,Project url,BMA File,SMA File,SMA Sensor,DOI,Container,ESN,Comments
,132,T3.9-50-08-FF_C,JDA01,T3.9-50,FF_C,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Step Wave,1,4000,76.6,N/A,N/A,N/A,N/A,N/A,N/A,2.13,1.74,4.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.19,2.5,7.05,0,137,N/A - FF,N/A - FF,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,#VALUE!,#VALUE!,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,133,T3.9-50-09-J_SC,JDA01,T3.9-50,J_SC,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,0,179,0.87,none,Step Wave,1,4000,76.6,0.01,0.63,0,0,0,0,2.14,1.74,4.55,Out of Range or Broken,0.01,N/A,N/A,2,0.94,0,0,0,0,3.19,2.5,7.05,0,609.4,0,-0.01691,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-09-BMA.dat,T3.9-50-09-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,134,T3.9-50-09-J_SF,JDA01,T3.9-50,J_SF,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,0,179,0.87,none,Step Wave,1,4000,76.6,0.01,0.63,0,0,0,0,2.14,1.74,4.55,Out of Range or Broken,0.01,N/A,N/A,2,0.94,0,0,0,0,3.19,2.5,7.05,0,644.2,0,-0.01729,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-09-BMA.dat,T3.9-50-09-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,135,T3.9-50-09-J_C,JDA01,T3.9-50,J_C,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,1.4,179,0.87,none,Step Wave,1,4000,76.6,0.01,0.63,0,0,0,0,2.14,1.74,4.55,Out of Range or Broken,0.01,N/A,N/A,2,0.94,0,0,0,0,3.19,2.5,7.05,0,527.2,0,0.00026,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-09-BMA.dat,T3.9-50-09-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,136,T3.9-50-09-J_E,JDA01,T3.9-50,J_E,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,1.4,179,0.87,none,Step Wave,1,4000,76.6,0.01,0.63,0,0,0,0,2.14,1.74,4.55,Out of Range or Broken,0.01,N/A,N/A,2,0.94,0,0,0,0,3.19,2.5,7.05,0,418.6,0,-0.0539,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-09-BMA.dat,T3.9-50-09-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,137,T3.9-50-09-J_CP,JDA01,T3.9-50,J_CP,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,1.4,179,0.87,Unattached Piles,Step Wave,1,4000,76.6,0.01,0.63,0,0,0,0,2.14,1.74,4.55,Out of Range or Broken,0.01,N/A,N/A,2,0.94,0,0,0,0,3.19,2.5,7.05,0,159.5,0,0.03875,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-09-BMA.dat,T3.9-50-09-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,138,T3.9-50-09-J_PF,JDA01,T3.9-50,J_PF,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,1.4,179,0.87,Unattached Piles,Step Wave,1,4000,76.6,0.01,0.63,0,0,0,0,2.14,1.74,4.55,Out of Range or Broken,0.01,N/A,N/A,2,0.94,0,0,0,0,3.19,2.5,7.05,0,491.3,0,-0.00977,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-09-BMA.dat,T3.9-50-09-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,139,T3.9-50-09-FF_F,JDA01,T3.9-50,FF_F,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Step Wave,1,4000,76.6,0.01,0.63,0,0,0,0,2.14,1.74,4.55,Out of Range or Broken,0.01,N/A,N/A,2,0.94,0,0,0,0,3.19,2.5,7.05,0,203.4,N/A - FF,N/A - FF,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-09-BMA.dat,T3.9-50-09-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,140,T3.9-50-09-FF_C,JDA01,T3.9-50,FF_C,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Step Wave,1,4000,76.6,0.01,0.63,0,0,0,0,2.14,1.74,4.55,Out of Range or Broken,0.01,N/A,N/A,2,0.94,0,0,0,0,3.19,2.5,7.05,0,137,N/A - FF,N/A - FF,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-09-BMA.dat,T3.9-50-09-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,141,T3.9-50-10-J_SC,JDA01,T3.9-50,J_SC,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,0,179,0.87,none,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,Out of Range or Broken,0.21,N/A,N/A,2,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,44.8,654.1,-0.00108,-0.01798,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,142,T3.9-50-10-J_SF,JDA01,T3.9-50,J_SF,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,0,179,0.87,none,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,Out of Range or Broken,0.21,N/A,N/A,2,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,60.9,705.2,-0.00167,-0.01896,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,143,T3.9-50-10-J_C,JDA01,T3.9-50,J_C,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,1.4,179,0.87,none,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,Out of Range or Broken,0.21,N/A,N/A,2,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,34.2,561.3,0.00075,0.00101,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,144,T3.9-50-10-J_E,JDA01,T3.9-50,J_E,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,1.4,179,0.87,none,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,Out of Range or Broken,0.21,N/A,N/A,2,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,35.1,453.7,-0.00577,-0.05967,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,145,T3.9-50-10-J_CP,JDA01,T3.9-50,J_CP,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,1.4,179,0.87,Unattached Piles,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,Out of Range or Broken,0.21,N/A,N/A,2,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,13.4,172.9,-0.00008,0.03867,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,146,T3.9-50-10-J_PF,JDA01,T3.9-50,J_PF,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,1.4,179,0.87,Unattached Piles,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,Out of Range or Broken,0.21,N/A,N/A,2,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,48.9,540.1,-0.0019,-0.01166,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,147,T3.9-50-10-FF_F,JDA01,T3.9-50,FF_F,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,Out of Range or Broken,0.21,N/A,N/A,2,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,46.8,250.1,N/A - FF,N/A - FF,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,148,T3.9-50-10-FF_C,JDA01,T3.9-50,FF_C,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,Out of Range or Broken,0.21,N/A,N/A,2,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,21.6,158.6,N/A - FF,N/A - FF,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,149,T3.9-50-11-J_SC,JDA01,T3.9-50,J_SC,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,0,179,0.87,none,Large Port Island,5.1,2750,76.3,0.5,47.69,1.23,1.08,3.21,0.46,3.72,3.07,8.09,Out of Range or Broken,0.79,N/A,N/A,2,63.56,1.52,1.35,5.17,0.65,5.29,4.32,12.93,243.2,897.3,-0.01691,-0.03489,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-11-BMA.dat,T3.9-50-11-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,150,T3.9-50-11-J_SF,JDA01,T3.9-50,J_SF,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,0,179,0.87,none,Large Port Island,5.1,2750,76.3,0.5,47.69,1.23,1.08,3.21,0.46,3.72,3.07,8.09,Out of Range or Broken,0.79,N/A,N/A,2,63.56,1.52,1.35,5.17,0.65,5.29,4.32,12.93,280.7,985.9,-0.01548,-0.03444,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-11-BMA.dat,T3.9-50-11-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,151,T3.9-50-11-J_C,JDA01,T3.9-50,J_C,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,1.4,179,0.87,none,Large Port Island,5.1,2750,76.3,0.5,47.69,1.23,1.08,3.21,0.46,3.72,3.07,8.09,Out of Range or Broken,0.79,N/A,N/A,2,63.56,1.52,1.35,5.17,0.65,5.29,4.32,12.93,202.2,763.6,0.00138,0.00239,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-11-BMA.dat,T3.9-50-11-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,152,T3.9-50-11-J_E,JDA01,T3.9-50,J_E,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,1.4,179,0.87,none,Large Port Island,5.1,2750,76.3,0.5,47.69,1.23,1.08,3.21,0.46,3.72,3.07,8.09,Out of Range or Broken,0.79,N/A,N/A,2,63.56,1.52,1.35,5.17,0.65,5.29,4.32,12.93,168.5,622.2,-0.03113,-0.09081,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-11-BMA.dat,T3.9-50-11-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,153,T3.9-50-11-J_CP,JDA01,T3.9-50,J_CP,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,1.4,179,0.87,Unattached Piles,Large Port Island,5.1,2750,76.3,0.5,47.69,1.23,1.08,3.21,0.46,3.72,3.07,8.09,Out of Range or Broken,0.79,N/A,N/A,2,63.56,1.52,1.35,5.17,0.65,5.29,4.32,12.93,67.6,240.5,0.0283,0.06697,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-11-BMA.dat,T3.9-50-11-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,154,T3.9-50-11-J_PF,JDA01,T3.9-50,J_PF,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691,792943,28117,210631,1.4,179,0.87,Unattached Piles,Large Port Island,5.1,2750,76.3,0.5,47.69,1.23,1.08,3.21,0.46,3.72,3.07,8.09,Out of Range or Broken,0.79,N/A,N/A,2,63.56,1.52,1.35,5.17,0.65,5.29,4.32,12.93,309.7,849.8,0.01534,0.00368,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-11-BMA.dat,T3.9-50-11-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,155,T3.9-50-11-FF_F,JDA01,T3.9-50,FF_F,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Large Port Island,5.1,2750,76.3,0.5,47.69,1.23,1.08,3.21,0.46,3.72,3.07,8.09,Out of Range or Broken,0.79,N/A,N/A,2,63.56,1.52,1.35,5.17,0.65,5.29,4.32,12.93,76.7,326.8,N/A - FF,N/A - FF,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-11-BMA.dat,T3.9-50-11-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,156,T3.9-50-11-FF_C,JDA01,T3.9-50,FF_C,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Large Port Island,5.1,2750,76.3,0.5,47.69,1.23,1.08,3.21,0.46,3.72,3.07,8.09,Out of Range or Broken,0.79,N/A,N/A,2,63.56,1.52,1.35,5.17,0.65,5.29,4.32,12.93,31.6,190.3,N/A - FF,N/A - FF,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-11-BMA.dat,T3.9-50-11-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials
,157,T2.5-55-01-J,JDA02a,T2.5-55,J,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163,793609,N/A,N/A,1.4,182,0.87,none,Step Wave,1,4000,76.6,0,0.6,0,0,0,0,0,0,0,0.01,Out of Range or Broken,N/A,N/A,1,0.92,0,0,0.01,0,0,0,0.01,0,0,0,0,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-01-BMA.dat,T2.5-55-01-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",1,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,158,T2.5-55-01-J_IM,JDA02a,T2.5-55,J_IM,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288,1279424,N/A,N/A,1.4,269,1.1,none,Step Wave,1,4000,76.6,0,0.6,0,0,0,0,0,0,0,0.01,Out of Range or Broken,N/A,N/A,1,0.92,0,0,0.01,0,0,0,0.01,0,0,0,0,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-01-BMA.dat,T2.5-55-01-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",1,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
