row_id,Event No,Event Id,Researcher,Test,Struct,Nscale,Visc,Water,Mat L1,H L1,Dr L1,Mat L2,H L2,Dr L2,Mat L3,H L3,Dr_L3,Mat_L4,H_L4,Dr_L4,Curvedsurf,W,L,T,H,H_Cm,H_Cd,M_Struct,M_Deck,M_Col,M_Foot,Embed,Q,T_Fb,Modification,Motion,Amp,IF,RPM,PBA,PBV,CAV5,CAVstd,Ia_s,SIR,cCAV5,cCAVstd,cIa,PGA_s 1,PGA_s 2,PGA_s 3,PGA_s 4,Acc No,PGV_s,CAV5_s,CAVstd_s,Ia_s_2,SIR_s,cCAV5_s,cCAVstd_s,cIa_s,Set,cSet,Rot,cRot,References,Project url,BMA File,SMA File,SMA Sensor,DOI,Container,ESN,Comments,PGA_surface_max,surface_to_base_pga_ratio,apparent_acceleration_benefit,high_cumulative_settlement,high_cumulative_rotation,observed_settlement_rotation_penalty,observed_false_safe_if_acceleration_only,baseline_always_flag,baseline_intensity_only,baseline_structure_only,risk_score,risk_ge_q_0.05,risk_ge_q_0.10,risk_ge_q_0.15,risk_ge_q_0.20,risk_ge_q_0.25,risk_ge_q_0.30,risk_ge_q_0.35,risk_ge_q_0.40,risk_ge_q_0.45,risk_ge_q_0.50,risk_ge_q_0.55,risk_ge_q_0.60,risk_ge_q_0.65,risk_ge_q_0.70,risk_ge_q_0.75,risk_ge_q_0.80,risk_ge_q_0.85,risk_ge_q_0.90,risk_ge_q_0.95,proposed_pre_response_guardrail
,232,T2.3-70-16-J,JDA02b,T2.3-70,J,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163.0,793609.0,,,0.0,182.0,0.87,none,Moderate Port Island,1.5,2750,76.9,0.18,18.62,0.34,0.24,0.32,0.05,0.41,0.24,0.34,0.32,,,,1.0,32.93,0.7,0.48,0.83,0.12,0.89,0.56,0.91,35.5,45.1,-0.00067,-0.00196,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-16-BMA.dat,T2.3-70-16-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",16,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.32,1.777777777777778,False,False,False,False,False,True,False,False,-1.4482004852579546,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,233,T2.3-70-16-J_IM,JDA02b,T2.3-70,J_IM,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288.0,1279424.0,,,0.0,269.0,1.1,none,Moderate Port Island,1.5,2750,76.9,0.18,18.62,0.34,0.24,0.32,0.05,0.41,0.24,0.34,0.32,,,,1.0,32.93,0.7,0.48,0.83,0.12,0.89,0.56,0.91,49.8,58.8,-2e-05,-0.00297,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-16-BMA.dat,T2.3-70-16-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",16,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.32,1.777777777777778,False,False,False,False,False,True,False,True,-0.5438934725779859,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
,234,T2.3-70-16-J_EP,JDA02b,T2.3-70,J_EP,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Moderate Port Island,1.5,2750,76.9,0.18,18.62,0.34,0.24,0.32,0.05,0.41,0.24,0.34,0.32,,,,1.0,32.93,0.7,0.48,0.83,0.12,0.89,0.56,0.91,14.8,15.6,0.00016,0.00019,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-16-BMA.dat,T2.3-70-16-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",16,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.32,1.777777777777778,False,False,False,False,False,True,False,True,-0.5706163932508252,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
,235,T2.3-70-16-J_CP,JDA02b,T2.3-70,J_CP,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Moderate Port Island,1.5,2750,76.9,0.18,18.62,0.34,0.24,0.32,0.05,0.41,0.24,0.34,0.32,,,,1.0,32.93,0.7,0.48,0.83,0.12,0.89,0.56,0.91,15.7,18.9,-0.00021,-0.00012,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-16-BMA.dat,T2.3-70-16-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",16,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.32,1.777777777777778,False,False,False,False,False,True,False,True,-0.5706163932508252,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
,237,T2.3-70-17-J,JDA02b,T2.3-70,J,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163.0,793609.0,,,0.0,182.0,0.87,none,Small Morgan,0.2,8000,76.7,0.06,8.43,0.05,0.03,0.03,0.0,0.46,0.27,0.37,0.11,,,,1.0,15.56,0.22,0.12,0.16,0.05,1.12,0.67,1.07,-0.1,45.0,7e-05,-0.00189,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-17-BMA.dat,T2.3-70-17-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",17,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.11,1.8333333333333335,False,False,False,False,False,True,False,False,-2.8738707245154886,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,238,T2.3-70-17-J_IM,JDA02b,T2.3-70,J_IM,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288.0,1279424.0,,,0.0,269.0,1.1,none,Small Morgan,0.2,8000,76.7,0.06,8.43,0.05,0.03,0.03,0.0,0.46,0.27,0.37,0.11,,,,1.0,15.56,0.22,0.12,0.16,0.05,1.12,0.67,1.07,1.3,60.2,-0.00039,-0.00336,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-17-BMA.dat,T2.3-70-17-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",17,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.11,1.8333333333333335,False,False,False,False,False,True,False,True,-1.9695637118355196,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,239,T2.3-70-17-J_EP,JDA02b,T2.3-70,J_EP,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Small Morgan,0.2,8000,76.7,0.06,8.43,0.05,0.03,0.03,0.0,0.46,0.27,0.37,0.11,,,,1.0,15.56,0.22,0.12,0.16,0.05,1.12,0.67,1.07,-0.8,14.8,0.00035,0.00054,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-17-BMA.dat,T2.3-70-17-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",17,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.11,1.8333333333333335,False,False,False,False,False,True,False,True,-1.996286632508359,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,240,T2.3-70-17-J_CP,JDA02b,T2.3-70,J_CP,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Small Morgan,0.2,8000,76.7,0.06,8.43,0.05,0.03,0.03,0.0,0.46,0.27,0.37,0.11,,,,1.0,15.56,0.22,0.12,0.16,0.05,1.12,0.67,1.07,1.3,20.2,-0.00024,-0.00036,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-17-BMA.dat,T2.3-70-17-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",17,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.11,1.8333333333333335,False,False,False,False,False,True,False,True,-1.996286632508359,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,242,T2.3-70-18-J,JDA02b,T2.3-70,J,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163.0,793609.0,,,0.0,182.0,0.87,none,Small Morgan Pulse,0.2,8000,76.7,0.06,10.32,0.12,0.06,0.05,0.01,0.58,0.33,0.42,0.1,,,,1.0,13.3,0.33,0.18,0.19,0.02,1.44,0.86,1.26,2.8,47.9,-0.0001,-0.00199,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-18-BMA.dat,T2.3-70-18-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",18,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.1,1.6666666666666667,False,False,False,False,False,True,False,False,-2.7528713989498614,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,243,T2.3-70-18-J_IM,JDA02b,T2.3-70,J_IM,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288.0,1279424.0,,,0.0,269.0,1.1,none,Small Morgan Pulse,0.2,8000,76.7,0.06,10.32,0.12,0.06,0.05,0.01,0.58,0.33,0.42,0.1,,,,1.0,13.3,0.33,0.18,0.19,0.02,1.44,0.86,1.26,2.2,62.4,-0.0004,-0.00376,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-18-BMA.dat,T2.3-70-18-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",18,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.1,1.6666666666666667,False,False,False,False,False,True,False,True,-1.8485643862698928,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,244,T2.3-70-18-J_EP,JDA02b,T2.3-70,J_EP,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Small Morgan Pulse,0.2,8000,76.7,0.06,10.32,0.12,0.06,0.05,0.01,0.58,0.33,0.42,0.1,,,,1.0,13.3,0.33,0.18,0.19,0.02,1.44,0.86,1.26,0.3,15.1,-0.0001,0.00044,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-18-BMA.dat,T2.3-70-18-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",18,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.1,1.6666666666666667,False,False,False,False,False,True,False,True,-1.8752873069427323,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,245,T2.3-70-18-J_CP,JDA02b,T2.3-70,J_CP,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Small Morgan Pulse,0.2,8000,76.7,0.06,10.32,0.12,0.06,0.05,0.01,0.58,0.33,0.42,0.1,,,,1.0,13.3,0.33,0.18,0.19,0.02,1.44,0.86,1.26,1.5,21.7,-0.00014,-0.0005,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-18-BMA.dat,T2.3-70-18-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",18,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.1,1.6666666666666667,False,False,False,False,False,True,False,True,-1.8752873069427323,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,247,T2.3-70-19-J,JDA02b,T2.3-70,J,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163.0,793609.0,,,0.0,182.0,0.87,none,Moderate Morgan Pulse,0.6,8000,76.6,0.25,32.36,0.42,0.32,0.55,0.12,1,0.65,0.97,0.35,,,,1.0,40.65,0.89,0.7,1.61,0.34,2.33,1.56,2.86,17.9,65.8,0.00178,-0.00021,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-19-BMA.dat,T2.3-70-19-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",19,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.35,1.4,False,False,False,False,False,True,True,False,-0.13292809233823555,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True
,248,T2.3-70-19-J_IM,JDA02b,T2.3-70,J_IM,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288.0,1279424.0,,,0.0,269.0,1.1,none,Moderate Morgan Pulse,0.6,8000,76.6,0.25,32.36,0.42,0.32,0.55,0.12,1,0.65,0.97,0.35,,,,1.0,40.65,0.89,0.7,1.61,0.34,2.33,1.56,2.86,29.2,91.6,0.00037,-0.0034,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-19-BMA.dat,T2.3-70-19-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",19,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.35,1.4,False,False,False,False,False,True,True,True,0.7713789203417334,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True
,249,T2.3-70-19-J_EP,JDA02b,T2.3-70,J_EP,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Moderate Morgan Pulse,0.6,8000,76.6,0.25,32.36,0.42,0.32,0.55,0.12,1,0.65,0.97,0.35,,,,1.0,40.65,0.89,0.7,1.61,0.34,2.33,1.56,2.86,2.6,17.7,0.00146,0.0019,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-19-BMA.dat,T2.3-70-19-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",19,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.35,1.4,False,False,False,False,False,True,True,True,0.744655999668894,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True
,250,T2.3-70-19-J_CP,JDA02b,T2.3-70,J_CP,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Moderate Morgan Pulse,0.6,8000,76.6,0.25,32.36,0.42,0.32,0.55,0.12,1,0.65,0.97,0.35,,,,1.0,40.65,0.89,0.7,1.61,0.34,2.33,1.56,2.86,7.2,28.9,0.00228,0.00179,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-19-BMA.dat,T2.3-70-19-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",19,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.35,1.4,False,False,False,False,False,True,True,True,0.744655999668894,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True
,252,T2.3-70-20-J,JDA02b,T2.3-70,J,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163.0,793609.0,,,0.0,182.0,0.87,none,Large Morgan Pulse,1.0,8000,76.8,0.42,45.01,0.71,0.6,1.33,0.28,1.71,1.25,2.29,0.52,,,,1.0,55.74,1.38,1.12,3.25,0.58,3.71,2.69,6.11,35.8,101.5,-9e-05,-0.00029,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-20-BMA.dat,T2.3-70-20-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",20,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.52,1.2380952380952381,False,False,False,False,False,True,True,False,2.049469992136916,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True
,253,T2.3-70-20-J_IM,JDA02b,T2.3-70,J_IM,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288.0,1279424.0,,,0.0,269.0,1.1,none,Large Morgan Pulse,1.0,8000,76.8,0.42,45.01,0.71,0.6,1.33,0.28,1.71,1.25,2.29,0.52,,,,1.0,55.74,1.38,1.12,3.25,0.58,3.71,2.69,6.11,45.2,136.8,-0.00151,-0.00491,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-20-BMA.dat,T2.3-70-20-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",20,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.52,1.2380952380952381,False,False,False,False,False,True,True,True,2.953777004816885,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True
,254,T2.3-70-20-J_EP,JDA02b,T2.3-70,J_EP,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Large Morgan Pulse,1.0,8000,76.8,0.42,45.01,0.71,0.6,1.33,0.28,1.71,1.25,2.29,0.52,,,,1.0,55.74,1.38,1.12,3.25,0.58,3.71,2.69,6.11,5.8,23.6,0.00158,0.00348,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-20-BMA.dat,T2.3-70-20-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",20,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.52,1.2380952380952381,False,False,False,False,False,True,True,True,2.9270540841440456,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True
,255,T2.3-70-20-J_CP,JDA02b,T2.3-70,J_CP,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Large Morgan Pulse,1.0,8000,76.8,0.42,45.01,0.71,0.6,1.33,0.28,1.71,1.25,2.29,0.52,,,,1.0,55.74,1.38,1.12,3.25,0.58,3.71,2.69,6.11,5.8,34.8,0.00136,0.00315,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-20-BMA.dat,T2.3-70-20-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",20,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.52,1.2380952380952381,False,False,False,False,False,True,True,True,2.9270540841440456,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True
,257,T2.3-70-21-J,JDA02b,T2.3-70,J,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163.0,793609.0,,,0.0,182.0,0.87,none,Large Port Island,5.1,2750,76.5,0.55,51.21,1.18,1.03,2.96,0.39,2.89,2.28,5.25,1.05,,,,1.0,67.18,1.8,1.63,6.53,0.84,5.51,4.32,12.64,67.1,168.6,0.0,-0.00029,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-21-BMA.dat,T2.3-70-21-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",21,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,1.05,1.909090909090909,False,False,False,False,False,True,True,False,4.260034086274611,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True
,258,T2.3-70-21-J_IM,JDA02b,T2.3-70,J_IM,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288.0,1279424.0,,,0.0,269.0,1.1,none,Large Port Island,5.1,2750,76.5,0.55,51.21,1.18,1.03,2.96,0.39,2.89,2.28,5.25,1.05,,,,1.0,67.18,1.8,1.63,6.53,0.84,5.51,4.32,12.64,70.9,207.7,0.00232,-0.00259,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-21-BMA.dat,T2.3-70-21-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",21,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,1.05,1.909090909090909,False,False,False,False,False,True,True,True,5.164341098954579,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
,259,T2.3-70-21-J_EP,JDA02b,T2.3-70,J_EP,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Large Port Island,5.1,2750,76.5,0.55,51.21,1.18,1.03,2.96,0.39,2.89,2.28,5.25,1.05,,,,1.0,67.18,1.8,1.63,6.53,0.84,5.51,4.32,12.64,11.1,34.6,-4e-05,0.00344,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-21-BMA.dat,T2.3-70-21-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",21,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,1.05,1.909090909090909,False,False,False,False,False,True,True,True,5.13761817828174,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
